cuentaId,numeroCuenta,tipoCuenta,saldo,fechaApertura,moneda,activa,limiteCredito,numeroPrestamos,bancosAsociados
CU-0276,23187264,corriente,383128.75,2023-09-16,GTQ,true,92382.6,0,Industrial|Banistmo
CU-0277,45842449,credito,270504.78,2010-10-17,GTQ,true,84976.35,2,BAC|Banistmo|Davivienda
CU-0278,32044652,credito,376042.59,2000-01-17,GTQ,true,43424.81,3,Banrural|BAC
CU-0279,25674475,credito,251701.61,2003-05-14,GTQ,true,61188.99,0,Banrural
CU-0280,60357342,ahorro,305839.84,2012-07-11,GTQ,true,7316.28,5,BAC|Industrial
CU-0281,64732787,corriente,431380.7,2023-05-29,GTQ,true,44331.36,3,G&T Continental|BAC|Citibank
CU-0282,59440584,corriente,318570.19,2012-02-12,GTQ,true,44269.49,2,G&T Continental|BAC
CU-0283,70267126,corriente,362873.62,2018-06-19,USD,true,34455.05,4,Davivienda
CU-0284,93938382,credito,461375.86,2002-02-20,MXN,true,93248.52,0,BAC|Industrial
CU-0285,80327598,monetaria,33112.63,2008-10-04,GTQ,true,8918.68,1,Citibank|Davivienda
CU-0286,32984583,corriente,172042.93,2018-01-01,GTQ,true,7915.08,0,G&T Continental
CU-0287,23644112,ahorro,301265.05,2000-01-08,GTQ,true,42189.96,4,Citibank|Banrural|Industrial
CU-0288,76538181,monetaria,187678.54,2008-07-16,GTQ,false,66787.61,2,HSBC|Davivienda
CU-0289,16601392,corriente,432211.27,2014-06-28,GTQ,true,29401.65,0,Banistmo
CU-0290,46962459,monetaria,497461.89,2010-08-10,GTQ,true,83200.04,3,Banrural|Davivienda
CU-0291,72170333,credito,333471.82,2007-08-22,MXN,false,83395.79,5,Davivienda
CU-0292,89053312,corriente,50720.15,2008-09-03,GTQ,true,41986.77,4,Citibank|Davivienda|Industrial
CU-0293,91402258,credito,116549.19,2019-02-09,EUR,true,82254.41,1,G&T Continental
CU-0294,82948912,monetaria,203916.8,2015-03-08,GTQ,true,95976.74,0,Banistmo|Industrial
CU-0295,25971233,credito,238899.79,2002-09-27,GTQ,true,23594.99,3,G&T Continental|Banistmo|BAC
CU-0296,59001054,ahorro,187746.47,2006-06-11,GTQ,true,18044.9,5,Citibank|Davivienda
CU-0297,31369764,ahorro,496071.48,2016-06-02,GTQ,true,98887.34,0,HSBC|Industrial|Davivienda
CU-0298,30178362,ahorro,261180.15,2007-10-25,GTQ,true,32739.25,3,BAC|HSBC
CU-0299,89273380,monetaria,117227.2,2012-12-14,USD,true,95308.69,1,Citibank
CU-0300,14551461,corriente,330987.95,2019-06-06,MXN,true,69140.64,4,G&T Continental|Davivienda
CU-0301,91281938,monetaria,422990.83,2022-12-22,GTQ,false,8401.41,2,Davivienda|Banistmo
CU-0302,14804924,credito,45378.69,2008-01-12,GTQ,true,44757.92,3,G&T Continental
CU-0303,13518905,credito,137087.47,2003-07-01,MXN,false,62781.9,3,Davivienda|Industrial
CU-0304,82742892,corriente,428440.39,2019-07-31,GTQ,true,15391.53,1,Industrial|Davivienda
CU-0305,15124422,monetaria,340622.15,2000-01-11,GTQ,true,62520.02,1,BAC|Citibank
CU-0306,46148486,ahorro,331616.84,2016-03-01,USD,true,72768.86,2,Davivienda|HSBC|BAC
CU-0307,14111644,ahorro,83543.79,2007-11-22,USD,true,37452.93,2,Banistmo
CU-0308,71832203,credito,97651.68,2015-11-01,USD,true,18568.89,1,G&T Continental|Citibank|HSBC
CU-0309,87316551,monetaria,394662.31,2009-12-19,EUR,true,96047.47,4,Citibank
CU-0310,64344900,corriente,129994.57,2014-09-15,GTQ,true,72242.08,3,Citibank
CU-0311,62220968,corriente,484298.31,2007-09-16,GTQ,true,86833.43,1,Citibank|BAC
CU-0312,40004863,ahorro,279746.73,2017-07-19,GTQ,false,64582.08,4,Banistmo|Davivienda
CU-0313,84985418,monetaria,7324.02,2014-05-17,USD,true,28730.48,2,BAC
CU-0314,36059652,monetaria,313877.94,2005-05-19,EUR,true,82432.86,0,Davivienda
CU-0315,90396559,credito,81989.85,2008-12-06,GTQ,true,58197.7,2,Banrural
CU-0316,58885275,corriente,196962.64,2003-12-16,GTQ,true,32676.78,2,Banrural
CU-0317,39071005,corriente,182738.12,2009-08-14,USD,true,84587.54,4,Industrial
CU-0318,67210317,credito,425705.44,2002-01-20,GTQ,true,95273.06,1,Banrural|G&T Continental|BAC
CU-0319,14723415,monetaria,88251.04,2017-03-05,USD,true,12201.37,4,Davivienda|HSBC|BAC
CU-0320,91211357,corriente,378761.28,2000-04-20,GTQ,true,84470.22,4,Citibank|Industrial|Banrural
CU-0321,28367664,monetaria,278482.0,2019-03-16,GTQ,true,86403.44,4,Banistmo|Davivienda|Industrial
CU-0322,82331933,credito,139408.81,2007-07-08,GTQ,true,51020.84,5,HSBC|Davivienda|Citibank
CU-0323,55571777,credito,482249.97,2014-03-27,USD,true,28803.26,4,HSBC
CU-0324,92461026,ahorro,483801.01,2019-03-16,MXN,false,93257.45,0,BAC
CU-0325,30930333,monetaria,185938.05,2010-04-19,GTQ,true,7274.82,1,Banrural
CU-0326,53752119,monetaria,34155.91,2000-04-01,GTQ,true,52178.69,5,Banistmo|HSBC|Citibank
CU-0327,34447629,ahorro,141596.69,2012-10-03,EUR,true,38306.76,4,Davivienda|Banrural|Industrial
CU-0328,39807813,credito,224226.68,2019-10-14,USD,true,41327.95,5,G&T Continental
CU-0329,59163162,corriente,459580.17,2012-11-30,GTQ,true,52582.77,1,Banrural|Citibank|Davivienda
CU-0330,35558238,ahorro,62710.86,2006-06-04,EUR,true,62691.2,4,BAC
CU-0331,60621065,ahorro,442683.81,2023-04-22,GTQ,true,16015.08,5,Davivienda|G&T Continental|BAC
CU-0332,81472700,corriente,383350.98,2018-02-14,GTQ,true,45602.75,1,Davivienda|Industrial
CU-0333,53063605,monetaria,373286.71,2016-04-16,GTQ,true,13566.66,1,BAC|G&T Continental|Banrural
CU-0334,93028632,ahorro,255219.55,2020-05-06,GTQ,true,24108.89,0,BAC|HSBC
CU-0335,34380986,credito,480155.47,2021-01-10,GTQ,true,21506.85,3,Industrial|HSBC|Citibank
CU-0336,88189131,corriente,478323.85,2001-04-24,GTQ,true,57664.81,4,Industrial|Citibank|Davivienda
CU-0337,32977078,ahorro,366268.97,2014-08-31,USD,true,64035.75,1,G&T Continental|Banrural|Banistmo
CU-0338,53634520,monetaria,351086.36,2010-12-20,USD,true,54016.36,2,HSBC|G&T Continental|Industrial
CU-0339,26395574,credito,362255.42,2020-10-08,USD,true,21886.6,3,Industrial|BAC
CU-0340,86644190,monetaria,130149.48,2011-05-22,GTQ,true,49811.74,5,Banrural|Davivienda|Industrial
CU-0341,91014816,credito,845.38,2007-10-27,GTQ,true,33110.97,5,Davivienda|Banistmo|HSBC
CU-0342,76800285,ahorro,106725.72,2014-08-30,GTQ,true,94580.43,4,G&T Continental
CU-0343,30030597,ahorro,406066.54,2004-06-02,GTQ,true,72920.31,5,Industrial
CU-0344,33255413,ahorro,441627.43,2011-11-25,USD,true,81083.28,5,Davivienda|G&T Continental
CU-0345,38264338,monetaria,333507.63,2016-01-12,GTQ,true,39434.58,0,Industrial
CU-0346,12326935,monetaria,488983.92,2010-08-07,MXN,true,81467.27,4,Banrural|Industrial
CU-0347,18913189,monetaria,417509.63,2007-04-24,MXN,true,57051.61,0,G&T Continental
CU-0348,96290143,corriente,389499.87,2015-08-15,USD,true,19883.95,2,Industrial|BAC|HSBC
CU-0349,36351317,ahorro,288062.86,2021-02-01,GTQ,true,49986.52,4,G&T Continental
CU-0350,63394430,ahorro,316461.99,2006-10-22,GTQ,true,86673.09,5,Banistmo|Industrial
CU-0351,98608237,corriente,26278.48,2004-01-02,GTQ,true,10450.55,1,Banrural
CU-0352,92880515,ahorro,222968.75,2015-05-20,USD,true,75995.2,1,Industrial
CU-0353,14969146,monetaria,285727.86,2019-05-09,GTQ,true,1340.91,1,HSBC|Banistmo
CU-0354,79926458,ahorro,74390.7,2012-08-26,GTQ,true,2270.94,4,Banistmo|Citibank|HSBC
CU-0355,28872517,monetaria,429851.84,2014-08-26,MXN,true,28671.3,1,Industrial
CU-0356,59221290,monetaria,360647.89,2002-12-17,USD,true,123.61,1,Citibank|Banrural|Davivienda
CU-0357,88310524,credito,411658.57,2004-05-11,GTQ,true,14187.9,1,Citibank|HSBC
CU-0358,53840736,monetaria,193378.06,2005-11-05,GTQ,false,94151.27,5,BAC
CU-0359,28904006,credito,465057.71,2018-12-13,GTQ,true,47931.05,4,HSBC|BAC
CU-0360,32327365,ahorro,221278.85,2003-10-30,GTQ,true,2238.04,1,G&T Continental
CU-0361,47768705,ahorro,170866.36,2011-09-17,MXN,true,87858.72,5,BAC|Banrural|Citibank
CU-0362,48313228,ahorro,124473.57,2005-08-04,GTQ,true,90509.63,3,Davivienda|G&T Continental|Industrial
CU-0363,51373866,ahorro,185129.45,2015-08-12,GTQ,true,17248.25,1,Davivienda|Banistmo
CU-0364,24284125,corriente,418303.49,2011-04-07,GTQ,false,4412.36,0,Banrural
CU-0365,15198305,corriente,12836.03,2018-07-04,GTQ,true,39863.83,0,G&T Continental|Industrial
CU-0366,79293917,ahorro,271958.5,2023-03-09,GTQ,true,36624.39,0,BAC
CU-0367,24519890,monetaria,352004.04,2020-10-15,GTQ,true,40858.68,0,BAC
CU-0368,72001364,corriente,165735.72,2002-02-22,USD,true,96996.93,2,HSBC|Banrural
CU-0369,63769921,corriente,56660.03,2008-10-25,GTQ,true,18172.59,4,Citibank|Industrial|Banistmo
CU-0370,67644489,monetaria,247835.16,2009-03-05,GTQ,false,19896.48,5,Banistmo
CU-0371,31016411,credito,460945.61,2019-08-16,EUR,true,14891.36,2,Banrural|HSBC|Davivienda
CU-0372,28551845,credito,8999.79,2002-08-01,MXN,true,42556.35,2,BAC|Banistmo
CU-0373,19101470,ahorro,24814.07,2021-10-13,USD,true,25231.66,0,HSBC|Davivienda|Banrural
CU-0374,82998067,ahorro,410184.0,2012-02-03,GTQ,true,66770.97,5,Citibank
CU-0375,33101632,ahorro,127388.61,2022-07-06,GTQ,true,64658.41,4,Banistmo|Davivienda
CU-0376,91350587,credito,319260.24,2002-12-02,GTQ,true,68515.57,3,HSBC|BAC
CU-0377,65148347,credito,477703.75,2006-08-29,GTQ,true,4910.42,3,HSBC|Banrural|Banistmo
CU-0378,33380113,monetaria,218165.3,2009-06-17,USD,true,66973.15,4,Banrural|HSBC
CU-0379,69870230,ahorro,33031.3,2011-11-06,GTQ,true,98804.51,5,BAC
CU-0380,38768529,credito,25015.89,2020-08-31,USD,true,17152.82,0,BAC|Banistmo
CU-0381,31254514,ahorro,315227.73,2011-08-22,GTQ,true,93651.27,0,Citibank
CU-0382,92572018,credito,450366.65,2005-01-08,GTQ,true,2241.32,4,HSBC|Citibank|Davivienda
CU-0383,14098443,ahorro,485239.36,2017-11-24,EUR,true,13824.06,0,Citibank|HSBC
CU-0384,78873201,corriente,285329.36,2019-10-02,MXN,true,93250.7,4,BAC
CU-0385,13448448,monetaria,269817.54,2018-10-14,GTQ,true,9369.71,1,Banistmo
CU-0386,85622173,ahorro,149427.61,2018-02-01,GTQ,true,8403.25,1,Davivienda|Citibank|HSBC
CU-0387,46294636,corriente,299750.81,2018-12-30,GTQ,true,46335.91,3,Davivienda|Citibank|Banistmo
CU-0388,16714292,monetaria,21088.91,2015-11-28,GTQ,true,90472.15,0,Banistmo|BAC|G&T Continental
CU-0389,67331056,ahorro,246924.92,2011-02-17,GTQ,true,89376.28,5,Industrial|G&T Continental|Citibank
CU-0390,60652004,monetaria,53057.95,2020-08-23,GTQ,true,65863.12,5,G&T Continental|Davivienda
CU-0391,95899161,ahorro,442326.12,2018-11-30,USD,true,60982.48,3,Industrial|Citibank|G&T Continental
CU-0392,92114934,credito,12323.33,2020-04-27,GTQ,true,44394.64,1,Citibank|BAC|Industrial
CU-0393,29104510,corriente,490603.76,2015-12-13,GTQ,true,63031.62,2,G&T Continental|BAC|HSBC
CU-0394,87023573,corriente,132592.07,2017-12-12,GTQ,true,61408.02,3,HSBC
CU-0395,63041305,credito,75245.02,2023-08-25,GTQ,true,42491.44,4,Banrural
CU-0396,50251854,ahorro,106833.12,2005-01-24,GTQ,true,72477.09,2,G&T Continental|Banistmo|Banrural
CU-0397,64677550,ahorro,115940.78,2021-04-24,USD,true,34172.9,1,HSBC
CU-0398,53113090,ahorro,200004.45,2000-12-25,MXN,true,95614.83,2,G&T Continental|Davivienda
CU-0399,26719412,ahorro,214173.32,2001-06-01,EUR,true,27360.01,4,Banistmo|Davivienda
CU-0400,18479821,credito,377680.55,2021-09-20,EUR,true,6533.36,4,HSBC
CU-0401,89798773,ahorro,273125.54,2000-02-16,EUR,true,55115.3,0,Banrural|Industrial
CU-0402,46355566,credito,258244.28,2004-09-09,USD,true,62254.75,3,Banistmo|G&T Continental|HSBC
CU-0403,66664725,corriente,349289.81,2017-10-03,USD,true,31161.58,4,HSBC|Citibank
CU-0404,22119306,monetaria,169812.64,2011-09-19,MXN,true,4930.05,0,G&T Continental|Citibank|HSBC
CU-0405,34237228,ahorro,422331.65,2021-06-06,MXN,true,92874.83,5,Citibank
CU-0406,25218749,ahorro,236977.66,2018-12-13,USD,false,83252.4,4,Banistmo|Banrural|Industrial
CU-0407,52196444,corriente,205100.19,2005-08-22,GTQ,true,32765.38,4,Banistmo
CU-0408,75163798,ahorro,24100.44,2013-07-04,USD,true,97127.48,2,BAC
CU-0409,49368389,credito,499319.33,2012-04-15,USD,true,55675.24,3,Davivienda|Industrial
CU-0410,16711201,monetaria,394483.55,2011-10-04,GTQ,true,93139.29,2,Citibank|Industrial
CU-0411,69471346,monetaria,268527.74,2001-04-23,GTQ,true,30852.14,2,Industrial
CU-0412,77970791,ahorro,212288.31,2010-11-17,EUR,true,79893.0,3,G&T Continental
CU-0413,66201522,monetaria,350149.51,2002-06-06,GTQ,true,60365.05,2,BAC
CU-0414,11228910,credito,79712.2,2008-05-17,GTQ,true,18104.4,3,Davivienda|Citibank
CU-0415,98133285,credito,154963.44,2006-01-09,USD,true,39014.35,0,G&T Continental
CU-0416,47705867,ahorro,45696.23,2022-07-31,USD,true,79688.19,5,BAC|Davivienda
CU-0417,82054847,ahorro,53728.1,2023-02-27,MXN,true,49453.42,4,Industrial
CU-0418,20620936,corriente,288708.71,2016-01-28,GTQ,true,1362.0,2,G&T Continental|Citibank
CU-0419,64834475,monetaria,426297.27,2019-01-24,GTQ,true,91952.18,0,HSBC
CU-0420,40710031,credito,170746.24,2019-04-17,GTQ,true,38586.94,4,Davivienda
CU-0421,84371067,monetaria,486838.31,2007-07-28,GTQ,true,51405.61,2,Banrural
CU-0422,84825320,corriente,251483.08,2011-05-11,GTQ,true,95002.36,0,Banistmo
CU-0423,44153671,monetaria,326237.04,2012-10-16,USD,true,14564.2,1,Banrural
CU-0424,28782925,corriente,76659.0,2020-01-27,GTQ,true,76535.0,5,Banrural|Industrial
CU-0425,68839489,credito,381960.72,2010-11-23,USD,true,67851.82,1,G&T Continental|BAC
CU-0426,35719895,credito,342384.04,2003-04-07,EUR,true,1261.56,4,Banrural
CU-0427,91435334,credito,481139.26,2001-11-14,GTQ,true,19436.19,3,Industrial|G&T Continental|Citibank
CU-0428,83191432,corriente,133016.05,2010-04-17,GTQ,true,30558.37,0,Banrural|HSBC|BAC
CU-0429,63195723,credito,236822.4,2012-11-08,GTQ,false,42498.47,1,HSBC|G&T Continental
CU-0430,99929358,monetaria,130457.21,2019-03-06,GTQ,true,81944.92,2,Banrural|Industrial|HSBC
CU-0431,93153396,corriente,224893.4,2004-10-21,GTQ,true,75565.18,5,Citibank|Banrural|Davivienda
CU-0432,89961073,ahorro,73115.32,2020-06-23,MXN,true,25545.68,4,Banistmo|Davivienda|HSBC
CU-0433,86222051,credito,494080.08,2023-09-02,GTQ,true,88672.48,5,BAC|G&T Continental|Banistmo
CU-0434,74591054,corriente,418673.98,2004-09-10,GTQ,true,13753.03,3,BAC
CU-0435,22018085,credito,355091.54,2007-11-07,GTQ,true,83164.16,5,Davivienda
CU-0436,31841792,corriente,118752.72,2004-08-17,GTQ,true,64607.13,4,BAC|Industrial
CU-0437,31087800,corriente,491694.42,2023-03-12,EUR,true,71169.07,4,G&T Continental
CU-0438,29556285,ahorro,21913.44,2005-03-31,GTQ,true,88896.37,0,Banistmo
CU-0439,71915863,credito,189390.91,2002-01-12,MXN,true,63137.91,5,Davivienda|Citibank|Industrial
CU-0440,26334661,ahorro,273644.38,2013-04-03,GTQ,true,9294.05,0,Industrial|HSBC|G&T Continental
CU-0441,52859035,corriente,320397.22,2003-10-25,GTQ,true,78616.88,2,G&T Continental|Banrural
CU-0442,52260040,monetaria,204038.35,2014-03-11,USD,true,3486.92,1,BAC|Industrial|Banistmo
CU-0443,34478552,ahorro,184714.17,2012-07-06,MXN,true,58832.63,3,Citibank
CU-0444,12623306,ahorro,217673.79,2017-06-28,GTQ,true,1304.19,5,Citibank|G&T Continental
CU-0445,21615436,ahorro,351891.87,2010-01-31,MXN,false,44702.09,2,Banistmo
CU-0446,92425589,monetaria,386099.18,2021-01-21,GTQ,true,36728.43,4,Banistmo
CU-0447,66329894,corriente,146747.65,2006-04-26,GTQ,true,56460.17,3,Banistmo
CU-0448,91461201,credito,392348.28,2023-09-07,GTQ,true,55542.08,5,Banrural|Industrial|HSBC
CU-0449,98638976,credito,390685.44,2003-04-05,GTQ,true,59136.19,1,Davivienda|Banistmo
CU-0450,20406486,credito,448344.49,2001-01-17,USD,true,2227.69,0,Banistmo
CU-0451,58117953,credito,424559.7,2023-06-01,GTQ,true,18677.2,0,Banrural|HSBC
CU-0452,10784416,monetaria,467229.43,2003-04-08,USD,true,51049.68,0,Davivienda|Industrial
CU-0453,49028814,ahorro,335317.59,2006-03-10,GTQ,true,18487.82,0,G&T Continental
CU-0454,47625374,ahorro,304080.11,2018-01-25,MXN,true,17702.62,1,Davivienda|G&T Continental|HSBC
CU-0455,88871018,ahorro,224364.19,2011-11-09,USD,true,91624.78,0,Citibank|Davivienda|G&T Continental
CU-0456,60042866,credito,416636.21,2002-01-13,GTQ,true,12641.9,4,G&T Continental
CU-0457,59280571,credito,415167.52,2000-10-22,MXN,false,63211.83,1,Citibank|Industrial|G&T Continental
CU-0458,17092217,credito,85424.37,2006-02-06,GTQ,true,99187.95,4,Citibank
CU-0459,47580770,ahorro,28734.59,2021-10-11,GTQ,true,81682.71,1,HSBC
CU-0460,70750160,corriente,44589.78,2018-10-29,GTQ,true,54224.49,2,Davivienda
CU-0461,18846436,ahorro,393043.74,2002-08-24,GTQ,true,97472.46,4,Davivienda
CU-0462,24657555,ahorro,157149.18,2019-03-04,GTQ,true,74386.82,1,BAC|Banistmo
CU-0463,86438590,corriente,99404.59,2001-06-21,GTQ,true,59364.84,5,BAC
CU-0464,74943516,monetaria,452978.5,2003-11-20,EUR,true,31225.84,5,HSBC|Banrural
CU-0465,96685825,corriente,398623.1,2023-05-30,GTQ,true,57308.43,3,G&T Continental|HSBC
CU-0466,44506148,monetaria,478253.22,2005-03-08,GTQ,true,95933.62,5,G&T Continental|Industrial|Banrural
CU-0467,51722201,ahorro,106215.3,2003-03-04,GTQ,true,15372.91,4,Banistmo|Banrural|Citibank
CU-0468,34585451,ahorro,233870.17,2013-04-24,GTQ,true,79066.79,2,HSBC|Davivienda
CU-0469,42474862,monetaria,435614.23,2006-10-16,GTQ,false,86204.42,4,BAC|Citibank
CU-0470,67615231,credito,96474.95,2009-10-28,MXN,true,89099.58,4,Industrial|HSBC|G&T Continental
CU-0471,33739994,monetaria,400001.07,2017-02-28,MXN,true,63062.2,2,G&T Continental|HSBC
CU-0472,16366328,monetaria,166663.24,2019-12-26,USD,true,70468.79,3,Davivienda|HSBC
CU-0473,55038576,monetaria,39570.84,2017-10-23,GTQ,true,72918.65,0,BAC|HSBC|G&T Continental
CU-0474,53560692,ahorro,20773.84,2013-11-18,USD,true,60008.84,1,Banrural
CU-0475,23437484,credito,389344.04,2017-05-26,GTQ,true,1909.66,2,Davivienda|Citibank
CU-0476,62219432,ahorro,343212.18,2007-12-12,GTQ,false,71708.68,2,Citibank
CU-0477,45976961,ahorro,341135.26,2000-01-11,EUR,true,18224.09,2,Citibank|Banistmo|BAC
CU-0478,11419443,corriente,429895.76,2002-04-11,GTQ,true,21459.88,5,Citibank
CU-0479,97869173,monetaria,219797.35,2015-03-30,GTQ,true,95586.16,3,Davivienda
CU-0480,35670862,corriente,231579.64,2002-03-22,MXN,true,58988.72,2,BAC|Banrural|Citibank
CU-0481,18826541,ahorro,4366.23,2017-08-12,GTQ,true,21623.18,2,BAC|Banrural|Citibank
CU-0482,87709140,ahorro,1003.6,2015-08-15,GTQ,false,21451.3,0,HSBC|BAC|Banistmo
CU-0483,82848157,monetaria,313243.93,2004-03-16,MXN,true,33681.07,4,G&T Continental|HSBC|Davivienda
CU-0484,56453852,corriente,454605.93,2015-04-10,GTQ,true,7066.17,0,Davivienda|HSBC
CU-0485,87525372,ahorro,321884.72,2017-11-04,GTQ,true,90883.32,4,Banrural
CU-0486,83381572,credito,358422.98,2021-06-02,GTQ,true,89543.86,3,HSBC|Citibank|Banistmo
CU-0487,26818338,corriente,330937.29,2012-12-17,GTQ,true,98655.05,1,BAC
CU-0488,62697974,credito,228967.37,2007-01-19,GTQ,false,16068.01,2,Banrural
CU-0489,76200246,corriente,492676.79,2014-01-16,GTQ,true,18364.49,0,HSBC|Banrural
CU-0490,88129878,ahorro,313682.04,2006-09-14,GTQ,true,33103.0,0,BAC
CU-0491,14288027,ahorro,321397.09,2018-12-02,USD,false,24428.53,5,Banistmo|HSBC|G&T Continental
CU-0492,42611649,ahorro,75309.14,2005-03-26,GTQ,true,21994.41,1,BAC|G&T Continental|Citibank
CU-0493,54897404,credito,166708.54,2020-03-27,GTQ,true,18606.8,1,Banistmo|G&T Continental|Banrural
CU-0494,63048394,ahorro,115088.06,2010-10-11,GTQ,true,17918.09,0,G&T Continental|Industrial|Davivienda
CU-0495,57475913,corriente,38407.71,2020-09-20,MXN,true,69490.31,1,Davivienda
CU-0496,25372552,ahorro,400477.13,2007-04-09,GTQ,true,611.92,1,G&T Continental|BAC
CU-0497,96843557,corriente,33296.35,2023-07-11,USD,true,90986.08,5,Citibank
CU-0498,85905949,ahorro,216584.29,2005-01-10,GTQ,true,37142.84,4,Banrural|Citibank|HSBC
CU-0499,52003082,credito,344978.83,2021-02-06,GTQ,true,38171.97,4,BAC
CU-0500,55589651,corriente,239114.48,2009-09-08,GTQ,true,60865.65,1,Davivienda|Banrural|HSBC
CU-0501,47058987,monetaria,480703.19,2013-12-13,EUR,true,99542.89,1,Davivienda
CU-0502,31812203,ahorro,26514.16,2009-08-03,USD,true,62527.21,1,G&T Continental
CU-0503,17940265,monetaria,43884.61,2012-07-02,GTQ,true,21142.25,1,Banrural|BAC|Industrial
CU-0504,58305167,corriente,350400.94,2005-09-04,USD,true,12758.07,5,BAC
CU-0505,47178071,corriente,109118.27,2005-11-19,GTQ,true,35917.53,1,Banrural|Davivienda|G&T Continental
CU-0506,36033313,ahorro,449204.83,2005-11-10,GTQ,true,88633.59,3,Banistmo|Banrural
CU-0507,10387330,ahorro,171889.39,2010-05-09,MXN,true,45959.89,3,Banrural|HSBC|Banistmo
CU-0508,40097648,corriente,383836.52,2001-01-10,USD,true,8965.88,5,Banrural|Industrial|G&T Continental
CU-0509,60750421,ahorro,430230.6,2007-02-20,GTQ,true,21816.98,0,Industrial|Banistmo
CU-0510,82640278,monetaria,32973.86,2017-05-13,GTQ,true,8115.99,1,Banistmo
CU-0511,75343616,ahorro,250294.15,2016-06-16,GTQ,true,96883.9,3,Davivienda|Banistmo
CU-0512,15446471,credito,116550.87,2017-09-03,MXN,true,51214.5,3,Citibank|BAC
CU-0513,50694371,monetaria,389290.86,2011-06-05,GTQ,false,96531.23,3,HSBC
CU-0514,91155978,corriente,358498.51,2018-09-12,GTQ,true,60451.84,1,Industrial|Banrural
CU-0515,32675186,credito,66912.16,2005-04-08,GTQ,true,25572.64,3,G&T Continental|Banistmo|Citibank
CU-0516,56106831,monetaria,132910.8,2006-10-14,GTQ,true,51323.81,0,Davivienda|HSBC|Citibank
CU-0517,92906190,ahorro,369822.6,2018-04-13,GTQ,true,31113.49,5,Banistmo
CU-0518,45389150,corriente,100107.1,2015-03-14,USD,true,72016.54,2,G&T Continental|Davivienda
CU-0519,99484361,ahorro,182017.59,2010-07-31,GTQ,true,20230.69,0,Industrial|BAC|Banistmo
CU-0520,59102796,credito,202536.73,2016-10-08,MXN,true,86356.71,5,HSBC|Industrial
CU-0521,54402602,credito,200389.0,2012-01-13,USD,true,91618.66,2,Citibank
CU-0522,42202747,credito,185044.77,2021-03-07,MXN,true,38665.92,5,Banistmo|Davivienda|BAC
CU-0523,67835495,corriente,452925.36,2005-09-03,GTQ,true,36993.91,4,BAC|HSBC|G&T Continental
CU-0524,92990227,monetaria,253776.81,2015-04-30,GTQ,true,14259.54,2,Banistmo|Industrial|G&T Continental
CU-0525,69952950,corriente,55977.26,2010-09-29,GTQ,true,27618.39,1,Banrural|G&T Continental
CU-0526,34372953,credito,60831.18,2012-10-28,GTQ,true,26477.19,4,Industrial|Banrural|Banistmo
CU-0527,65761575,ahorro,150149.21,2014-03-17,EUR,true,80959.32,3,Banistmo|Banrural|Citibank
CU-0528,71457996,corriente,51677.04,2000-10-23,GTQ,true,73087.06,3,Citibank|Banrural|Banistmo
CU-0529,26139313,ahorro,183864.35,2020-01-13,GTQ,true,28085.13,1,Citibank
CU-0530,98307414,monetaria,369431.75,2007-11-27,GTQ,true,79751.05,2,Davivienda|BAC
CU-0531,25089913,credito,96594.78,2007-05-04,EUR,true,67670.55,5,Banistmo|Davivienda|G&T Continental
CU-0532,29808913,corriente,452421.12,2020-10-04,GTQ,true,40030.5,2,Industrial|Banrural
CU-0533,72818001,ahorro,55293.3,2002-10-11,USD,false,76319.21,5,G&T Continental|Banistmo
CU-0534,68965657,ahorro,11805.6,2016-06-25,GTQ,true,98408.35,0,G&T Continental
CU-0535,74940567,corriente,364608.86,2002-12-12,GTQ,true,66256.81,1,Banistmo
CU-0536,13552710,monetaria,112967.94,2005-07-15,USD,true,39799.6,5,Banrural|Industrial|Davivienda
CU-0537,14708670,corriente,60372.38,2016-12-16,USD,true,15417.47,3,BAC
CU-0538,90655868,corriente,287594.55,2021-09-27,USD,true,71913.65,4,Industrial|Banrural
CU-0539,29912354,corriente,74963.53,2019-11-10,GTQ,true,89362.15,4,G&T Continental|BAC|Davivienda
CU-0540,58800300,credito,345440.54,2009-12-17,USD,true,22663.72,3,Citibank
CU-0541,14665196,credito,198246.56,2002-03-13,GTQ,true,51145.06,3,Davivienda|Banistmo|BAC
CU-0542,77869393,corriente,414797.33,2008-12-19,GTQ,true,49139.22,1,Banrural|G&T Continental
CU-0543,96544417,corriente,446420.68,2008-03-15,USD,true,49299.51,5,HSBC|Davivienda
CU-0544,44664500,credito,238977.42,2014-07-19,GTQ,true,14514.86,1,G&T Continental|Banrural|Banistmo
CU-0545,78230692,ahorro,317187.59,2013-02-05,GTQ,true,56021.31,5,G&T Continental|Citibank|Banistmo
CU-0546,94736386,corriente,88908.42,2015-11-13,GTQ,true,82105.29,4,Industrial|G&T Continental
CU-0547,98058871,ahorro,450059.2,2010-11-12,USD,true,72205.98,1,Banrural
CU-0548,81346472,ahorro,135413.79,2022-01-22,GTQ,true,631.29,5,Industrial|Banistmo
CU-0549,85013013,monetaria,385971.19,2014-07-13,GTQ,true,7173.71,3,Banistmo
CU-0550,98731132,ahorro,254113.35,2012-11-12,USD,true,82817.19,3,Citibank|Industrial|BAC
CU-0551,52121679,monetaria,395272.46,2002-01-07,GTQ,true,7272.15,1,Banrural|G&T Continental|BAC
