clienteId,nombre,apellido,email,telefono,fechaNacimiento,activo,nivelRiesgo,etiquetasRiesgo,ingresoMensual
CL-0216,Rodolfo,Prieto,harocitlali@example.net,(188)066-4619,1953-02-02,true,bajo,empresa,54165.28
CL-0217,René,González,botellomarco-antonio@example.org,1-319-778-0830,1996-11-28,true,bajo,,72208.22
CL-0218,Estela,Soto,dariomerino@example.org,04667445992,1954-09-14,true,alto,empresa|nuevo_usuario|historial_fraude,6769.14
CL-0219,Estela,Jaimes,ggrijalva@example.org,08661669214,1983-08-12,true,bajo,alto_volumen,21598.6
CL-0220,Débora,Fierro,alcalanicolas@example.net,(833)973-5916x1,1951-04-23,true,bajo,,20830.88
CL-0221,Fernando,Estévez,elena08@example.net,530.375.2844,1965-01-23,true,medio,viajero_frecuente,6313.23
CL-0222,Clemente,Guerra,contrerasangelica@example.net,823.086.1001,1967-01-03,true,bajo,nuevo_usuario|cliente_vip,93564.08
CL-0223,Isaac,Jasso,ruelascesar@example.net,1-731-373-6971x,1959-07-02,true,bajo,viajero_frecuente|alto_volumen|cliente_vip,19014.91
CL-0224,Mariano,Villalobos,ines66@example.com,1-772-624-5187,1969-02-01,true,bajo,viajero_frecuente|historial_fraude,8469.6
CL-0225,María José,Ureña,citlali42@example.com,833-913-6205x40,1969-08-10,true,medio,viajero_frecuente|empresa,77219.42
CL-0226,Uriel,Solorio,kibarra@example.org,634.425.8065x33,1998-02-07,true,bajo,,92377.94
CL-0227,Beatriz,Robles,uriascarlos@example.com,(978)104-9049x1,1979-02-06,true,bajo,viajero_frecuente|cliente_vip,70238.91
CL-0228,René,Valles,isabela38@example.net,(330)992-6514,1965-09-24,true,medio,nuevo_usuario,88628.77
CL-0229,Irma,Corona,polancovicente@example.org,047.256.7976x50,2002-06-27,true,bajo,viajero_frecuente|nuevo_usuario|empresa,52080.56
CL-0230,Daniel,Fernández,bruno40@example.com,(586)015-2491x9,1970-11-14,false,medio,,76376.22
CL-0231,María Teresa,Sauceda,ayalamauricio@example.org,418-084-1914,1988-06-11,true,bajo,empresa,62737.09
CL-0232,Ivonne,Pedraza,melgargerman@example.org,1-411-834-8397x,1968-02-15,true,bajo,historial_fraude|nuevo_usuario,22029.76
CL-0233,Maximiliano,Roldán,jchavarria@example.org,580-230-7716,1974-12-14,true,bajo,empresa|nuevo_usuario|alto_volumen,79123.15
CL-0234,Alta  Gracia,Arriaga,maria-cristina69@example.org,+68(0)656063269,1970-07-19,true,bajo,empresa|nuevo_usuario|viajero_frecuente,34464.49
CL-0235,Nayeli,Lozano,sosamaria-eugenia@example.com,659.304.8574,1972-04-12,true,bajo,,70235.25
CL-0236,Amanda,Lomeli,jaime35@example.com,(579)452-0416x3,1989-09-08,true,bajo,cliente_vip|nuevo_usuario|alto_volumen,8332.45
CL-0237,Pedro,Sanches,rcorrales@example.net,1-540-682-4247x,1962-09-12,true,bajo,viajero_frecuente,14304.98
CL-0238,Natividad,Mireles,helenaordonez@example.com,981-609-1275,1995-07-11,true,bajo,alto_volumen,73048.93
CL-0239,Tomás,Fernández,victoriabermudez@example.net,1-745-134-9752x,1988-01-16,true,bajo,alto_volumen,26399.0
CL-0240,Micaela,Menéndez,aidasosa@example.net,(587)167-3518,1993-03-03,true,bajo,empresa|alto_volumen|nuevo_usuario,97310.41
CL-0241,Rodolfo,Cortez,natividad73@example.com,049-977-9519,1989-08-07,true,bajo,historial_fraude,61720.63
CL-0242,Mónica,Velázquez,menchacadolores@example.com,(593)448-4213,1951-10-12,true,bajo,historial_fraude,43884.93
CL-0243,Mauricio,Barrera,arandacornelio@example.com,(376)540-8357,1963-09-16,true,bajo,cliente_vip|empresa,19218.53
CL-0244,Citlali,Mireles,hzambrano@example.net,410.742.6779,1983-08-28,true,bajo,historial_fraude|nuevo_usuario,49122.74
CL-0245,Soledad,Negrón,xbonilla@example.org,01705573619,1950-05-17,false,bajo,alto_volumen|empresa|cliente_vip,51068.58
CL-0246,Renato,Nájera,luisa52@example.net,1-587-772-9496x,1983-06-24,true,medio,historial_fraude|empresa|cliente_vip,32165.46
CL-0247,Ana Luisa,Baeza,guillermo03@example.com,950-426-9106x14,1986-09-04,true,critico,,99262.3
CL-0248,Bruno,Sauceda,concepcionnegrete@example.net,01442026210,1989-02-21,true,bajo,alto_volumen,77584.5
CL-0249,Alejandro,Ortiz,josefinaadame@example.com,335-288-8790x84,1983-01-12,true,medio,cliente_vip|historial_fraude,65788.82
CL-0250,Esteban,Rivera,elena28@example.org,036.612.9382x64,1992-11-10,false,alto,alto_volumen,81686.39
CL-0251,Pilar,Padrón,daliaolivera@example.org,348-870-2521x27,1963-04-08,true,medio,,46636.14
CL-0252,René,Caldera,soriasandra@example.org,700.533.2232x54,2001-11-20,true,medio,alto_volumen|cliente_vip,84468.56
CL-0253,Guillermina,Olivera,galindomaria-del-carmen@example.org,07281794935,1984-06-25,true,bajo,,59443.72
CL-0254,María Eugenia,Venegas,golivas@example.com,03903834813,1964-11-16,true,alto,historial_fraude,26781.38
CL-0255,Roberto,Cortés,oswaldo01@example.net,488.664.1369,1957-12-22,true,bajo,cliente_vip|nuevo_usuario|historial_fraude,58115.95
CL-0256,René,Correa,maria-josedel-valle@example.org,05004641837,1968-10-18,true,medio,nuevo_usuario,41001.08
CL-0257,Julio,Aponte,jose-emilioalarcon@example.net,1-295-627-0802,1950-02-21,true,bajo,historial_fraude,77826.88
CL-0258,Jacinto,Granados,alfredosaldivar@example.com,(909)288-8881x8,1965-04-23,true,bajo,empresa|nuevo_usuario|historial_fraude,20267.2
CL-0259,Enrique,Urrutia,daniela50@example.org,06598429219,1990-06-07,true,bajo,alto_volumen|cliente_vip|viajero_frecuente,22832.19
CL-0260,Ángela,Guajardo,jesuscrespo@example.org,(953)309-9594,1973-04-08,true,bajo,alto_volumen,87418.32
CL-0261,Reynaldo,Rascón,indiravenegas@example.net,1-427-122-1234,1964-11-26,true,bajo,,10399.29
CL-0262,Catalina,Villagómez,floresaida@example.org,01830807020,1980-09-11,false,bajo,,25008.45
CL-0263,Georgina,Quiñones,bustosjacinto@example.net,(924)316-0334x7,1950-11-08,true,bajo,,75676.27
CL-0264,Sergio,Heredia,bernabemacias@example.com,(078)411-8690x1,1958-09-09,true,bajo,,79595.08
CL-0265,Andrés,Madrid,juana41@example.com,277.883.2626,1980-03-27,true,bajo,historial_fraude|empresa,34981.92
CL-0266,Antonio,Quiñones,ptirado@example.org,(964)484-5115x2,1982-05-29,true,medio,nuevo_usuario|alto_volumen,39086.7
CL-0267,Salvador,Ceballos,zvillagomez@example.org,796-318-2934,1950-04-12,true,bajo,nuevo_usuario|viajero_frecuente,70434.21
CL-0268,Alfonso,Cabrera,isabelaragon@example.net,1-925-041-2889,1961-01-10,true,medio,viajero_frecuente,29387.82
CL-0269,Margarita,Hernandes,maestaspascual@example.com,1-737-442-9373x,1990-07-18,true,medio,nuevo_usuario,66569.86
CL-0270,Martha,Rodríguez,cardenasnelly@example.net,746.147.7300,1978-11-27,false,bajo,empresa|alto_volumen|viajero_frecuente,37300.15
CL-0271,Graciela,Treviño,cornejodiego@example.net,105-507-1050x53,1970-12-15,true,bajo,empresa|historial_fraude,41216.19
CL-0272,Emilio,Orellana,fernando91@example.org,977-771-8792x42,1981-04-02,true,medio,,93285.38
CL-0273,Gerardo,Méndez,daniel46@example.net,(943)617-8524x8,1984-07-12,true,alto,,21117.54
CL-0274,Felix,Balderas,xvillarreal@example.com,(213)890-0278x2,1961-06-21,true,bajo,,10534.81
CL-0275,Judith,Pantoja,abregorosalia@example.org,281-504-2853,1993-04-04,true,medio,alto_volumen|historial_fraude|viajero_frecuente,25608.36
CL-0276,Mauricio,Cortez,hilda87@example.org,098.375.4926,1959-06-19,true,bajo,,72144.99
CL-0277,Bernardo,Tamez,olga49@example.net,1-429-289-1115x,1969-10-09,true,bajo,historial_fraude|nuevo_usuario,67261.4
CL-0278,Francisca,Guerrero,ruben17@example.org,546.762.9462x92,1962-03-07,true,critico,,64087.72
CL-0279,Ivonne,Galarza,eorozco@example.com,901-446-2833,2003-11-22,true,bajo,alto_volumen|cliente_vip,35636.13
CL-0280,Javier,Escamilla,scarranza@example.net,307.053.1605x94,1970-12-08,true,alto,empresa|cliente_vip|historial_fraude,13337.62
CL-0281,Yeni,Sanches,jorge75@example.com,+30(8)869317374,1980-07-10,true,bajo,,93846.64
CL-0282,Bernabé,Escamilla,cesarroldan@example.com,974.858.0446,2001-05-23,true,medio,,85626.37
CL-0283,Israel,Malave,villegasnoelia@example.net,1-365-671-9008x,1977-11-19,true,critico,,54489.1
CL-0284,Angélica,Robles,cmonroy@example.net,282.463.0699x25,1996-08-18,true,medio,nuevo_usuario|empresa|alto_volumen,59896.05
CL-0285,Tania,Alemán,mesquivel@example.org,226.814.6845x91,1998-04-17,true,bajo,,32960.77
CL-0286,Linda,Menéndez,eholguin@example.net,(915)314-1030,1990-11-22,true,medio,alto_volumen|historial_fraude,29772.5
CL-0287,Rodrigo,Carbajal,karlarojas@example.net,06691886552,2003-09-24,true,medio,,51233.04
CL-0288,Silvano,Henríquez,raul38@example.net,040-951-1553x98,1992-11-28,true,medio,empresa|cliente_vip,23139.1
CL-0289,Carlos,Mena,norma47@example.com,186-680-8817,1968-11-23,true,bajo,viajero_frecuente|nuevo_usuario|alto_volumen,93574.42
CL-0290,Renato,Brito,qparedes@example.net,1-568-506-8414x,1966-01-23,true,bajo,,73284.76
CL-0291,María,Abrego,cardonaaraceli@example.net,+56(5)774221960,1999-02-27,true,bajo,viajero_frecuente,43398.87
CL-0292,Mónica,Menéndez,deliacontreras@example.com,01599058505,1956-06-11,true,bajo,historial_fraude|empresa,29737.91
CL-0293,Daniel,Ruelas,jeronimo43@example.com,1-799-178-7424,1999-03-02,true,medio,empresa,14828.27
CL-0294,Abelardo,Espinoza,samuelalmaraz@example.com,(393)601-4962,1977-04-12,true,medio,,18042.06
CL-0295,Luis Manuel,Medina,otrejo@example.net,868-858-4325,1969-07-27,true,bajo,nuevo_usuario|alto_volumen|cliente_vip,21174.2
CL-0296,Felix,Cabán,mcedillo@example.org,384.696.8765x40,1959-02-23,true,medio,empresa|cliente_vip,98871.45
CL-0297,Guillermo,Bernal,de-la-rosasalma@example.net,1-345-748-6785x,1958-08-14,true,bajo,empresa|alto_volumen|viajero_frecuente,48439.82
CL-0298,Mario,Rojas,jaguilera@example.com,09918845921,1996-03-29,true,alto,,60152.45
CL-0299,Eva,Barajas,zespino@example.com,855-244-3625x43,1971-08-11,true,critico,alto_volumen|viajero_frecuente|cliente_vip,31663.58
CL-0300,Óliver,Irizarry,kcovarrubias@example.net,+35(2)286420283,1983-09-05,true,bajo,empresa,99134.07
CL-0301,Sonia,Tejada,andreacarbajal@example.com,+97(9)527287685,1991-08-07,true,medio,,65730.47
CL-0302,Mercedes,Santana,rodrigezlinda@example.org,429.527.4965,1960-06-18,true,bajo,nuevo_usuario|viajero_frecuente|cliente_vip,49943.41
CL-0303,Alvaro,Lira,esteban41@example.com,1-104-540-7219x,2002-08-25,true,medio,viajero_frecuente,58117.8
CL-0304,Raquel,Chávez,felixmontemayor@example.net,1-096-794-6915x,2003-03-11,true,bajo,,49450.76
CL-0305,Marisol,Olivera,xflores@example.com,093.875.6496x14,1958-12-03,true,medio,nuevo_usuario|cliente_vip|alto_volumen,71949.28
CL-0306,Paola,Reyna,zvillalobos@example.com,1-193-390-5820x,1951-10-10,true,alto,historial_fraude,82111.36
CL-0307,Eduardo,Meraz,paulina91@example.org,(424)977-1274x5,1968-08-12,true,medio,viajero_frecuente|cliente_vip|empresa,89965.03
CL-0308,Georgina,de Jesús,tcortes@example.com,1-997-818-8820,1999-10-08,true,bajo,viajero_frecuente,32801.02
CL-0309,Adán,Fajardo,ilsealeman@example.org,(312)204-9986,1964-06-18,true,bajo,empresa,27162.53
CL-0310,Carlos,Paz,eugenia39@example.org,932.577.7221x93,1961-03-10,true,medio,,37628.84
CL-0311,Armando,Olmos,ofeliaosorio@example.org,1-428-878-3538x,1976-12-20,false,bajo,empresa|viajero_frecuente|alto_volumen,94687.87
CL-0312,Zeferino,Arriaga,ana-maria74@example.net,(861)650-3330,1989-12-01,true,alto,empresa|cliente_vip,50063.4
CL-0313,Isabela,Vega,xlucio@example.com,+91(0)271296933,1995-10-23,true,bajo,cliente_vip|empresa,11702.89
CL-0314,Nayeli,Cadena,ernesto29@example.org,458.243.1837,1966-11-15,true,medio,viajero_frecuente,85896.35
CL-0315,Julia,Enríquez,genaro17@example.net,+55(5)191599591,1999-07-13,true,bajo,cliente_vip,37188.39
CL-0316,Daniel,Bañuelos,granadoberta@example.net,596-770-7815,1973-05-21,true,bajo,viajero_frecuente|cliente_vip|nuevo_usuario,90558.67
CL-0317,Felix,Maya,medinaignacio@example.net,(738)584-2659x8,1972-10-20,true,bajo,,94139.53
CL-0318,Olga,Osorio,llira@example.net,(164)382-2740x8,1974-03-03,true,bajo,viajero_frecuente,70286.69
CL-0319,Emiliano,Cavazos,ruby72@example.net,1-937-001-1372,1964-09-19,true,bajo,cliente_vip|empresa,17042.16
CL-0320,Adalberto,Feliciano,salmacovarrubias@example.com,731-417-0106x04,1956-12-15,true,critico,historial_fraude|viajero_frecuente|alto_volumen,54084.08
CL-0321,Genaro,Peralta,mariogalindo@example.net,+31(6)684642139,1982-07-20,true,medio,viajero_frecuente|nuevo_usuario|empresa,78250.95
CL-0322,Adela,Amador,hnino@example.org,(947)691-6558,1950-11-20,true,bajo,nuevo_usuario,97989.55
CL-0323,Adriana,Cervantes,homerourias@example.org,(651)020-0946x2,1961-01-29,true,bajo,,73376.09
CL-0324,Linda,Sotelo,sarafernandez@example.com,779.665.2270x62,2001-05-01,true,bajo,viajero_frecuente|cliente_vip|nuevo_usuario,56051.14
CL-0325,Elvira,Maldonado,catalinacotto@example.org,(451)886-7648x2,1965-04-27,true,medio,,75683.55
CL-0326,Rocío,Villalpando,amadormario@example.org,(085)435-1784,1973-03-29,false,bajo,historial_fraude|cliente_vip|alto_volumen,52329.41
CL-0327,Jesús,Jurado,evergara@example.org,1-416-221-8358,1983-12-26,true,bajo,alto_volumen,28202.25
CL-0328,Karina,Adame,gparra@example.org,099.191.7642x71,1987-07-11,true,alto,empresa|alto_volumen,19944.24
CL-0329,Adalberto,Villanueva,andrespuente@example.com,932-971-6516,1988-05-18,true,critico,cliente_vip|nuevo_usuario|empresa,72409.75
CL-0330,Diana,Soria,cynthia17@example.com,786.191.9577x57,1957-10-19,true,alto,nuevo_usuario,41838.45
CL-0331,Carla,Sarabia,zpalomo@example.org,(412)804-8144,1957-02-17,true,bajo,,25523.6
CL-0332,Mariano,Palomo,franciscaoquendo@example.com,082-905-8042x58,1957-08-03,true,bajo,,56307.66
CL-0333,Leonel,Zapata,ogalindo@example.com,734.418.8579x10,1988-01-15,true,bajo,,93379.26
CL-0334,Adela,Merino,alejandro96@example.org,284.818.8395x05,1986-05-18,false,bajo,cliente_vip|empresa|viajero_frecuente,20638.03
CL-0335,Benjamín,Carrasco,celiasarabia@example.org,1-231-559-3392x,1988-02-16,true,medio,,75467.46
CL-0336,María José,Correa,noemi21@example.org,614.485.1664x06,1990-04-02,true,bajo,,68103.17
CL-0337,Alta  Gracia,Barrientos,mde-la-garza@example.com,475-617-5846x36,1956-09-27,true,alto,alto_volumen,15065.24
CL-0338,Cristobal,Alba,lozadaadela@example.com,1-793-976-0085x,1987-12-04,true,bajo,,18707.43
CL-0339,Salvador,Otero,cortezmaria-del-carmen@example.com,(489)414-6600x1,1998-05-14,true,critico,empresa|alto_volumen,86065.0
CL-0340,Cristal,Jaimes,brisenomauro@example.org,04662596852,1950-03-15,true,bajo,nuevo_usuario|empresa|alto_volumen,57746.51
CL-0341,Gonzalo,Ibarra,itzelpadilla@example.org,05340923863,1953-03-06,true,bajo,empresa|cliente_vip,89464.4
CL-0342,Nancy,Quintanilla,destrada@example.org,03179510477,1981-12-01,false,medio,,47114.68
CL-0343,Hernán,Ponce,jose-maria55@example.org,957-299-4259x32,1950-06-18,true,bajo,,72798.49
CL-0344,Diana,Guzmán,veronica62@example.com,281.579.2654,1959-02-03,true,bajo,,21359.35
CL-0345,Salma,Cornejo,jonasnieto@example.org,956.850.7759x66,1961-02-10,true,bajo,historial_fraude,2677.22
CL-0346,Aurora,Fajardo,dariovaldivia@example.org,1-883-723-8535x,1985-06-21,true,medio,alto_volumen|historial_fraude,37720.58
CL-0347,Yuridia,Fonseca,emilio16@example.org,(531)826-8484,1989-06-01,true,alto,viajero_frecuente|historial_fraude,36666.3
CL-0348,Mariana,Zedillo,juan58@example.net,(938)109-7273,1959-12-06,true,bajo,empresa|alto_volumen,5945.12
CL-0349,Tania,Piña,cintronanabel@example.net,688.482.0813x52,1967-11-08,true,bajo,viajero_frecuente|alto_volumen,96050.49
CL-0350,Diego,Valadez,irma51@example.org,(812)284-4393x3,1987-10-12,true,critico,,50565.62
CL-0351,Camila,Castillo,egranado@example.net,616-967-5448x75,1985-11-16,true,medio,nuevo_usuario,92509.0
CL-0352,Evelio,Benítez,adrianacotto@example.net,922-077-7813,1951-11-25,true,medio,alto_volumen|viajero_frecuente|cliente_vip,35723.81
CL-0353,Manuel,Cuellar,xposada@example.net,038.485.9329,1980-09-11,true,bajo,viajero_frecuente,60514.51
CL-0354,Daniel,Sevilla,susana67@example.net,05610655313,1957-05-31,true,bajo,nuevo_usuario|empresa|historial_fraude,26279.24
CL-0355,Gerónimo,Cuellar,abrahamserrano@example.org,+42(8)569797632,1975-03-23,true,bajo,alto_volumen,86688.35
CL-0356,Yolanda,Valadez,arevaloofelia@example.com,+20(4)654658891,1988-07-02,true,critico,empresa,71233.17
CL-0357,Nayeli,Haro,farias@example.org,396-799-8162x80,2003-01-15,true,medio,alto_volumen,16575.16
CL-0358,Nadia,Alva,felipeposada@example.com,216.449.2196x19,1963-02-12,true,bajo,viajero_frecuente|nuevo_usuario|alto_volumen,62413.8
CL-0359,Israel,Caballero,abelardo18@example.org,023.163.6019x94,1984-02-15,true,bajo,,32031.7
CL-0360,María Teresa,Rojas,senriquez@example.org,541-163-3735,1980-02-28,true,medio,alto_volumen,8012.27
CL-0361,Juan,Posada,nevarezcynthia@example.org,(662)676-8087x4,1977-04-19,true,bajo,,37630.46
CL-0362,Adán,Patiño,mlimon@example.org,008-638-2137x94,1966-04-22,false,alto,alto_volumen|nuevo_usuario|viajero_frecuente,7108.8
CL-0363,María Cristina,Rojas,teodoro74@example.org,00995371007,1992-05-08,true,medio,nuevo_usuario,61439.14
CL-0364,Gabino,Ballesteros,luciobarbara@example.net,(706)563-2412x0,1979-12-28,true,bajo,historial_fraude|nuevo_usuario,11494.95
CL-0365,Luis Miguel,Romero,soledad98@example.org,1-296-422-2862x,1982-05-08,true,bajo,nuevo_usuario,37415.73
CL-0366,Lucía,Ponce,fvasquez@example.org,1-719-719-3108x,1968-11-04,true,medio,alto_volumen|nuevo_usuario,10548.65
CL-0367,Luis Manuel,Lovato,qperales@example.org,759-334-1067x90,1953-09-06,true,bajo,,91393.33
CL-0368,Espartaco,Solís,corneliocasanova@example.net,+10(7)560849474,1989-12-28,true,medio,alto_volumen,9338.2
CL-0369,Tania,Bañuelos,rivaspilar@example.com,700-602-1635x90,1968-02-15,true,bajo,nuevo_usuario|historial_fraude,17059.89
CL-0370,Arcelia,Salinas,ochavez@example.net,214-829-2357,1982-11-02,true,bajo,cliente_vip|nuevo_usuario|empresa,72297.94
CL-0371,Fernando,Concepción,guillermo41@example.org,1-299-019-8792x,1993-04-26,true,alto,,93270.57
CL-0372,Soledad,Ulloa,razofrancisca@example.com,06705890265,1964-12-23,true,bajo,,70277.21
CL-0373,Anel,Merino,andres04@example.com,(753)751-7736x7,2000-10-17,true,bajo,,97302.45
CL-0374,Jos,Covarrubias,gregorio68@example.com,1-568-702-8629x,1964-11-06,true,bajo,historial_fraude|cliente_vip|viajero_frecuente,51909.28
CL-0375,Isabel,Iglesias,ipalacios@example.com,(204)369-0986x6,1968-07-25,true,bajo,historial_fraude|cliente_vip|nuevo_usuario,17680.3
CL-0376,Porfirio,Romero,aguilarkarla@example.com,665-347-3386x41,1996-01-03,true,bajo,,71359.89
CL-0377,Paulina,Mateo,acarrasco@example.net,228-018-9937,1974-02-02,true,bajo,alto_volumen|nuevo_usuario,18768.69
CL-0378,Abigail,Malave,abel79@example.net,(983)389-4605,1953-07-04,true,bajo,nuevo_usuario,94320.51
CL-0379,Cristina,Lucio,anabelcastaneda@example.net,03033611329,1954-08-16,true,bajo,nuevo_usuario,26402.79
CL-0380,Natalia,Soto,fabiolaposada@example.com,462.390.1400x31,1950-02-15,true,medio,,64002.92
CL-0381,Marisol,Garrido,ignacioescobedo@example.org,+30(3)450273575,1973-09-09,true,critico,viajero_frecuente|cliente_vip,42017.6
CL-0382,José Luis,Villa,xcollado@example.org,(979)958-6337x5,1981-11-22,true,medio,viajero_frecuente|empresa,96592.29
CL-0383,Timoteo,Becerra,abraham73@example.org,071-392-9207x30,1998-03-19,true,bajo,,87062.23
CL-0384,Santiago,Valadez,esteban79@example.com,919-117-1190x21,1984-04-08,true,alto,,27219.83
CL-0385,Óliver,Puente,delia25@example.com,+73(7)233229897,1969-10-17,true,medio,historial_fraude,21984.03
CL-0386,Rolando,Valle,kpaz@example.com,(084)273-3068x7,1988-12-05,true,medio,alto_volumen|historial_fraude|empresa,90412.48
CL-0387,Dolores,Cepeda,rufino23@example.org,215.151.4066x95,1966-08-07,true,bajo,historial_fraude,19258.83
CL-0388,Eric,Espino,escalantenicolas@example.org,(287)087-1657,1975-04-22,false,bajo,empresa,17966.03
CL-0389,Jacinto,Montoya,sosaantonia@example.com,(655)102-2997,1956-03-25,true,bajo,empresa|cliente_vip|alto_volumen,43786.71
CL-0390,Eugenia,Reyna,bernardo32@example.org,445-346-8331x29,1951-01-22,true,bajo,viajero_frecuente|cliente_vip|alto_volumen,39031.76
CL-0391,Eva,Granados,hurtadomiriam@example.org,1-909-529-0114,1953-12-04,true,bajo,,77471.53
CL-0392,Ramiro,Pichardo,angelvillanueva@example.net,132-673-9688x58,1950-11-04,true,bajo,,12421.22
CL-0393,Cecilia,de la O,brunoleon@example.org,+98(8)641468577,1968-02-25,true,medio,empresa|viajero_frecuente,76447.83
CL-0394,Dolores,Cedillo,ferrerpatricio@example.com,(344)741-7037,1979-10-06,true,alto,nuevo_usuario,25893.27
CL-0395,Jacobo,Vera,ramirogutierrez@example.com,1-941-269-0672,1961-01-15,false,bajo,empresa|cliente_vip,6363.53
CL-0396,Alejandra,Fierro,nblanco@example.com,111-248-9785x89,1995-11-23,true,bajo,,42697.9
CL-0397,Jorge,Benavides,hlopez@example.net,197.663.0460x31,1970-05-03,true,bajo,viajero_frecuente,16442.9
CL-0398,Leticia,Luevano,aliciapizarro@example.org,121.020.8416x50,1984-07-08,true,medio,empresa,72055.42
CL-0399,Enrique,Vela,yvaldivia@example.net,(777)127-8840x2,1959-02-16,true,alto,alto_volumen|viajero_frecuente|empresa,29617.8
CL-0400,Felipe,Salazar,velizfederico@example.org,887-088-3872x70,1957-08-10,true,bajo,viajero_frecuente|nuevo_usuario,61241.63
CL-0401,Beatriz,Quintero,iespinal@example.com,(292)156-1399x5,1988-02-25,true,bajo,cliente_vip|alto_volumen,67392.79
CL-0402,Uriel,Bustos,moyaantonio@example.com,813-033-9581,1974-04-28,true,bajo,nuevo_usuario|viajero_frecuente,66849.71
CL-0403,Alicia,Palomino,oscar00@example.net,1-815-869-6470x,1950-03-13,true,alto,,97848.84
CL-0404,Elsa,Mascareñas,guillermo18@example.net,495-457-4759x03,1963-04-05,true,medio,nuevo_usuario,72691.66
CL-0405,Julio César,Fierro,lgranado@example.net,(078)482-8351x3,1974-12-26,true,medio,viajero_frecuente|empresa|historial_fraude,33659.23
CL-0406,Mariano,Medrano,karina85@example.org,535.397.1482,1988-01-10,true,bajo,nuevo_usuario|empresa|historial_fraude,97339.19
CL-0407,Raquel,Noriega,qgodoy@example.com,950.547.7717x22,1984-05-18,true,medio,alto_volumen|empresa,50716.02
CL-0408,José Carlos,Rubio,cabrerasamuel@example.org,(164)244-7200x2,1957-07-02,true,bajo,historial_fraude,43340.39
CL-0409,Alonso,Menéndez,quesadagerardo@example.org,02259288623,1957-10-30,true,bajo,empresa,2280.88
CL-0410,Benjamín,Osorio,ksaenz@example.com,+49(3)904970039,1982-07-07,true,critico,,95846.35
CL-0411,Irma,Melgar,jimenezbernardo@example.net,1-819-128-2891x,1981-05-05,true,alto,,85234.25
CL-0412,Camilo,Cepeda,wojeda@example.com,(285)547-8879x1,1991-04-22,true,medio,nuevo_usuario,85624.6
CL-0413,Julio,Enríquez,dgrijalva@example.org,1-429-462-5828,1955-01-05,true,critico,alto_volumen|empresa|cliente_vip,13489.11
CL-0414,Tania,Roybal,riossocorro@example.net,952-265-3267,1952-05-13,true,medio,historial_fraude,43621.46
CL-0415,Catalina,Urías,dianamedina@example.net,(634)002-7783x5,2002-03-07,true,bajo,,84068.85
CL-0416,Bernardo,Zambrano,uzuniga@example.net,224-638-9527,1963-03-07,true,alto,,9741.34
CL-0417,Ramón,Partida,tnieto@example.net,+22(3)333716482,1962-07-28,true,bajo,alto_volumen|empresa|historial_fraude,70459.26
CL-0418,Guillermina,Arriaga,marisolriojas@example.net,1-465-159-7932x,1951-03-09,true,bajo,empresa|nuevo_usuario|historial_fraude,17276.96
CL-0419,Sessa,Manzanares,sessa94@example.com,868.383.4881x56,1965-07-28,true,alto,,3065.02
CL-0420,Josefina,Razo,wortiz@example.com,864.517.2074,1970-05-24,true,medio,cliente_vip|nuevo_usuario|empresa,17366.46
CL-0421,Óliver,Caraballo,marco-antonioontiveros@example.org,1-979-015-6140,1955-01-09,true,critico,alto_volumen|empresa|historial_fraude,20001.99
CL-0422,Germán,Montes,rufinonajera@example.net,1-616-463-3624,1992-01-10,true,medio,,65964.6
CL-0423,Graciela,Trejo,concepciondelgadillo@example.com,718-305-7665,1988-01-22,true,bajo,alto_volumen|viajero_frecuente|nuevo_usuario,12623.29
CL-0424,Genaro,Rosales,esparzaaurora@example.org,(086)301-5322x9,1975-04-27,true,bajo,viajero_frecuente|alto_volumen,12433.53
CL-0425,Benito,Jurado,rivascristobal@example.org,774-996-2694,1977-09-25,true,bajo,,21769.14
CL-0426,Victoria,Lemus,mariano45@example.org,09822286537,1957-08-18,true,alto,nuevo_usuario,57350.09
CL-0427,Cornelio,Nieto,collazoramiro@example.net,1-836-622-9002x,1958-05-13,true,bajo,viajero_frecuente|empresa|nuevo_usuario,2830.92
CL-0428,Ilse,Cuellar,tania35@example.org,(682)175-9035x5,1967-06-26,true,bajo,historial_fraude|cliente_vip,40282.85
CL-0429,Serafín,Olivárez,augusto55@example.com,1-849-476-1119,1958-09-26,true,bajo,empresa,89858.1
CL-0430,Camilo,Quintana,villarrealariadna@example.org,177-847-8775,2002-09-05,true,bajo,viajero_frecuente,48741.4
CL-0431,Gerardo,Alonso,estebantellez@example.net,113-454-0729,1976-01-11,true,alto,,68872.65
CL-0432,Florencia,Cruz,abreumarisol@example.org,262-058-1187x88,1970-10-11,true,bajo,,81132.65
CL-0433,Amelia,Puga,rosalia69@example.com,916.443.3581x96,1996-04-27,true,medio,cliente_vip,61656.41
CL-0434,Iván,Elizondo,patricia19@example.net,158-527-9947x64,1980-06-01,true,bajo,historial_fraude|alto_volumen,63100.14
CL-0435,Mateo,Sáenz,yanezjuan-carlos@example.net,(743)202-0965x9,1984-10-10,true,alto,,99706.93
CL-0436,Aldo,Medina,irmapartida@example.com,336.568.4251x67,1994-08-20,true,medio,cliente_vip,3464.29
CL-0437,Genaro,Rubio,ybarrajuan-carlos@example.org,032.968.7958x19,1994-10-05,true,medio,cliente_vip|viajero_frecuente,32744.43
